Emotion,RGB1_R,RGB1_G,RGB1_B,RGB2_R,RGB2_G,RGB2_B,RGB3_R,RGB3_G,RGB3_B
Innocent,253,217,205,192,230,184,251,174,193
Neat,192,230,184,191,230,200,255,255,255
Neat,255,255,255,192,230,184,191,230,200
Neat,255,255,255,191,230,200,192,230,184
Neat,191,230,200,192,230,184,255,255,255
Neat,191,230,200,255,255,255,192,230,184
Fresh,140,201,25,192,230,184,255,255,255
Fresh,255,255,255,140,201,25,192,230,184
Fresh,255,255,255,192,230,184,140,201,25
Fresh,192,230,184,140,201,25,255,255,255
Fresh,192,230,184,255,255,255,140,201,25
Clear,192,230,184,153,216,212,255,255,255
Clear,255,255,255,192,230,184,153,216,212
Clear,255,255,255,153,216,212,192,230,184
Clear,153,216,212,192,230,184,255,255,255
Clear,153,216,212,255,255,255,192,230,184
Quiet,192,230,184,116,139,116,153,194,181
Quiet,153,194,181,192,230,184,116,139,116
Quiet,153,194,181,116,139,116,192,230,184
Quiet,116,139,116,192,230,184,153,194,181
Quiet,116,139,116,153,194,181,192,230,184
Supple,210,168,159,153,193,151,255,255,255
Supple,255,255,255,210,168,159,153,193,151
Supple,255,255,255,153,193,151,210,168,159
Supple,153,193,151,210,168,159,255,255,255
Supple,153,193,151,255,255,255,210,168,159
Natural,171,181,136,153,193,151,255,250,184
Natural,255,250,184,171,181,136,153,193,151
Natural,255,250,184,153,193,151,171,181,136
Natural,153,193,151,171,181,136,255,250,184
Natural,153,193,151,255,250,184,171,181,136
Domestic,253,192,145,153,193,151,254,230,194
Domestic,254,230,194,253,192,145,153,193,151
Domestic,254,230,194,153,193,151,253,192,145
Domestic,153,193,151,253,192,145,254,230,194
Domestic,153,193,151,254,230,194,253,192,145
Tranquil,153,193,151,222,222,222,254,230,194
Tranquil,254,230,194,153,193,151,222,222,222
Tranquil,254,230,194,222,222,222,153,193,151
Tranquil,222,222,222,153,193,151,254,230,194
Tranquil,222,222,222,254,230,194,153,193,151
Peaceful,153,193,151,186,186,186,116,139,116
Peaceful,116,139,116,153,193,151,186,186,186
Peaceful,116,139,116,186,186,186,153,193,151
Peaceful,186,186,186,153,193,151,116,139,116
Peaceful,186,186,186,116,139,116,153,193,151
Plain,171,181,136,230,245,164,153,193,151
Plain,153,193,151,171,181,136,230,245,164
Plain,153,193,151,230,245,164,171,181,136
Plain,230,245,164,171,181,136,153,193,151
Plain,230,245,164,153,193,151,171,181,136
Crystalline,255,255,255,179,204,206,153,193,151
Crystalline,153,193,151,255,255,255,179,204,206
Crystalline,153,193,151,179,204,206,255,255,255
Crystalline,179,204,206,255,255,255,153,193,151
Crystalline,179,204,206,153,193,151,255,255,255
Peaceful,254,230,194,103,186,116,222,222,222
Peaceful,222,222,222,254,230,194,103,186,116
Peaceful,222,222,222,103,186,116,254,230,194
Peaceful,103,186,116,254,230,194,222,222,222
Peaceful,103,186,116,222,222,222,254,230,194
Citrus,255,242,124,192,230,184,103,186,116
Citrus,103,186,116,255,242,124,192,230,184
Citrus,103,186,116,192,230,184,255,242,124
Citrus,192,230,184,255,242,124,103,186,116
Citrus,192,230,184,103,186,116,255,242,124
Healthy,215,144,92,103,186,116,255,250,184
Healthy,255,250,184,215,144,92,103,186,116
Healthy,255,250,184,103,186,116,215,144,92
Healthy,103,186,116,215,144,92,255,250,184
Healthy,103,186,116,255,250,184,215,144,92
Dynamic,1,144,102,0,0,0,229,0,13
Dynamic,229,0,13,1,144,102,0,0,0
Dynamic,229,0,13,0,0,0,1,144,102
Dynamic,0,0,0,1,144,102,229,0,13
Dynamic,0,0,0,229,0,13,1,144,102
Dynamic,138,0,7,242,100,1,0,0,0
Dynamic,0,0,0,138,0,7,242,100,1
Dynamic,0,0,0,242,100,1,138,0,7
Dynamic,242,100,1,138,0,7,0,0,0
Dynamic,242,100,1,0,0,0,138,0,7
Active,227,26,42,242,100,1,26,26,26
Active,26,26,26,227,26,42,242,100,1
Active,26,26,26,242,100,1,227,26,42
Active,242,100,1,227,26,42,26,26,26
Active,242,100,1,26,26,26,227,26,42
Sweet,252,167,157,251,174,193,254,230,194
Sweet,254,230,194,252,167,157,251,174,193
Sweet,254,230,194,251,174,193,252,167,157
Sweet,251,174,193,252,167,157,254,230,194
Sweet,251,174,193,254,230,194,252,167,157
Sweet,251,174,193,207,179,215,253,217,205
Sweet,253,217,205,251,174,193,207,179,215
Sweet,253,217,205,207,179,215,251,174,193
Sweet,207,179,215,251,174,193,253,217,205
Sweet,207,179,215,253,217,205,251,174,193
Dreamy,251,167,89,207,179,215,249,223,226
Dreamy,249,223,226,251,167,89,207,179,215
Dreamy,249,223,226,207,179,215,251,167,89
Dreamy,207,179,215,251,167,89,249,223,226
Dreamy,207,179,215,249,223,226,251,167,89
Dreamy,253,192,145,234,216,227,251,174,193
Dreamy,251,174,193,253,192,145,234,216,227
Dreamy,251,174,193,234,216,227,253,192,145
Dreamy,234,216,227,253,192,145,251,174,193
Dreamy,234,216,227,251,174,193,253,192,145
Gentle,210,168,159,138,101,97,234,124,104
Gentle,234,124,104,210,168,159,138,101,97
Gentle,234,124,104,138,101,97,210,168,159
Gentle,138,101,97,210,168,159,234,124,104
Gentle,138,101,97,234,124,104,210,168,159
Elegant,234,124,104,138,101,97,210,168,159
Elegant,210,168,159,234,124,104,138,101,97
Elegant,210,168,159,138,101,97,234,124,104
Elegant,138,101,97,234,124,104,210,168,159
Elegant,138,101,97,210,168,159,234,124,104
Heavy,112,11,1,0,0,0,112,41,3
Heavy,112,41,3,112,11,1,0,0,0
Heavy,112,41,3,0,0,0,112,11,1
Heavy,0,0,0,112,11,1,112,41,3
Heavy,0,0,0,112,41,3,112,11,1
Heavy,5,11,48,26,26,26,112,41,3
Heavy,112,41,3,5,11,48,26,26,26
Heavy,112,41,3,26,26,26,5,11,48
Heavy,26,26,26,5,11,48,112,41,3
Heavy,26,26,26,112,41,3,5,11,48
Heavy,53,21,3,26,26,26,112,41,3
Heavy,112,41,3,53,21,3,26,26,26
Heavy,112,41,3,26,26,26,53,21,3
Heavy,26,26,26,53,21,3,112,41,3
Heavy,26,26,26,112,41,3,53,21,3
Heavy,53,32,6,5,11,48,112,11,1
Heavy,112,11,1,53,32,6,5,11,48
Heavy,112,11,1,5,11,48,53,32,6
Heavy,5,11,48,53,32,6,112,11,1
Heavy,5,11,48,112,11,1,53,32,6
Heavy,73,114,26,0,0,0,186,186,186
Heavy,186,186,186,73,114,26,0,0,0
Heavy,186,186,186,0,0,0,73,114,26
Heavy,0,0,0,73,114,26,186,186,186
Heavy,0,0,0,186,186,186,73,114,26
Deep,1,24,10,5,11,48,112,41,3
Deep,112,41,3,1,24,10,5,11,48
Deep,112,41,3,5,11,48,1,24,10
Deep,5,11,48,1,24,10,112,41,3
Deep,5,11,48,112,41,3,1,24,10
Deep,89,55,8,1,22,23,1,22,23
Deep,1,22,23,1,22,23,89,55,8
Deep,1,22,23,89,55,8,1,22,23
Deep,1,22,23,2,22,35,89,55,8
Deep,89,55,8,1,22,23,2,22,35
Deep,89,55,8,2,22,35,1,22,23
Deep,2,22,35,1,22,23,89,55,8
Deep,2,22,35,89,55,8,1,22,23
Deep,40,0,24,1,24,10,112,41,3
Deep,112,41,3,40,0,24,1,24,10
Deep,112,41,3,1,24,10,40,0,24
Deep,1,24,10,40,0,24,112,41,3
Deep,1,24,10,112,41,3,40,0,24
Deep,26,26,26,5,11,48,112,41,3
Deep,112,41,3,26,26,26,5,11,48
Deep,112,41,3,5,11,48,26,26,26
Deep,5,11,48,26,26,26,112,41,3
Deep,5,11,48,112,41,3,26,26,26
Robust,45,0,5,5,11,48,82,82,82
Robust,82,82,82,45,0,5,5,11,48
Robust,82,82,82,5,11,48,45,0,5
Robust,5,11,48,45,0,5,82,82,82
Robust,5,11,48,82,82,82,45,0,5
Robust,53,21,3,0,0,0,82,82,82
Robust,82,82,82,53,21,3,0,0,0
Robust,82,82,82,0,0,0,53,21,3
Robust,0,0,0,53,21,3,82,82,82
Robust,0,0,0,82,82,82,53,21,3
Robust,53,32,6,26,26,26,127,127,127
Robust,127,127,127,53,32,6,26,26,26
Robust,127,127,127,26,26,26,53,32,6
Robust,26,26,26,53,32,6,127,127,127
Robust,26,26,26,127,127,127,53,32,6
Subtle,145,111,93,51,51,51,127,127,127
Subtle,127,127,127,145,111,93,51,51,51
Subtle,127,127,127,51,51,51,145,111,93
Subtle,51,51,51,145,111,93,127,127,127
Subtle,51,51,51,127,127,127,145,111,93
Subtle,130,99,61,127,127,127,51,51,51
Subtle,51,51,51,130,99,61,127,127,127
Subtle,51,51,51,127,127,127,130,99,61
Subtle,127,127,127,130,99,61,51,51,51
Subtle,127,127,127,51,51,51,130,99,61
Subtle,115,95,108,51,73,18,82,82,82
Subtle,82,82,82,115,95,108,51,73,18
Subtle,82,82,82,51,73,18,115,95,108
Subtle,51,73,18,115,95,108,82,82,82
Subtle,51,73,18,82,82,82,115,95,108
Mysterious,82,82,82,123,150,181,123,150,181
Mysterious,123,150,181,82,82,82,123,150,181
Mysterious,123,150,181,123,150,181,82,82,82
Mysterious,115,95,108,26,26,26,186,186,186
Mysterious,186,186,186,115,95,108,26,26,26
Mysterious,186,186,186,26,26,26,115,95,108
Mysterious,26,26,26,115,95,108,186,186,186
Mysterious,26,26,26,186,186,186,115,95,108
Mysterious,130,99,61,26,26,26,82,82,82
Mysterious,82,82,82,130,99,61,26,26,26
Mysterious,82,82,82,26,26,26,130,99,61
Mysterious,26,26,26,130,99,61,82,82,82
Mysterious,26,26,26,82,82,82,130,99,61
Mysterious,127,127,127,145,111,93,51,51,51
Mysterious,51,51,51,127,127,127,145,111,93
Mysterious,51,51,51,145,111,93,127,127,127
Mysterious,145,111,93,127,127,127,51,51,51
Mysterious,145,111,93,51,51,51,127,127,127
Simple,145,111,93,222,222,222,161,161,161
Simple,161,161,161,145,111,93,222,222,222
Simple,161,161,161,222,222,222,145,111,93
Simple,222,222,222,145,111,93,161,161,161
Simple,222,222,222,161,161,161,145,111,93
Simple,149,78,29,138,112,12,161,161,161
Simple,161,161,161,149,78,29,138,112,12
Simple,161,161,161,138,112,12,149,78,29
Simple,138,112,12,149,78,29,161,161,161
Simple,138,112,12,161,161,161,149,78,29
Quiet,138,112,12,96,122,38,186,186,186
Quiet,186,186,186,138,112,12,96,122,38
Quiet,186,186,186,96,122,38,138,112,12
Quiet,96,122,38,138,112,12,186,186,186
Quiet,96,122,38,186,186,186,138,112,12
Elegant,145,111,93,123,150,181,222,222,222
Elegant,222,222,222,145,111,93,123,150,181
Elegant,222,222,222,123,150,181,145,111,93
Elegant,123,150,181,145,111,93,222,222,222
Elegant,123,150,181,222,222,222,145,111,93
Elegant,112,41,3,138,112,12,186,186,186
Elegant,186,186,186,112,41,3,138,112,12
Elegant,186,186,186,138,112,12,112,41,3
Elegant,138,112,12,112,41,3,186,186,186
Elegant,138,112,12,186,186,186,112,41,3
Simple,208,194,142,112,116,72,140,174,67
Simple,140,174,67,208,194,142,112,116,72
Simple,140,174,67,112,116,72,208,194,142
Simple,112,116,72,208,194,142,140,174,67
Simple,112,116,72,140,174,67,208,194,142
Simple,166,151,51,222,222,222,55,250,184
Simple,55,250,184,166,151,51,222,222,222
Simple,55,250,184,222,222,222,166,151,51
Simple,222,222,222,166,151,51,55,250,184
Simple,222,222,222,55,250,184,166,151,51
Simple,112,116,72,161,161,161,208,194,142
Simple,208,194,142,112,116,72,161,161,161
Simple,208,194,142,161,161,161,112,116,72
Simple,161,161,161,112,116,72,208,194,142
Simple,161,161,161,208,194,142,112,116,72
Sophisticated,53,21,3,82,82,82,138,112,12
Sophisticated,138,112,12,53,21,3,82,82,82
Sophisticated,138,112,12,82,82,82,53,21,3
Sophisticated,82,82,82,53,21,3,138,112,12
Sophisticated,82,82,82,138,112,12,53,21,3
Sophisticated,45,0,5,127,127,127,89,55,8
Sophisticated,89,55,8,45,0,5,127,127,127
Sophisticated,89,55,8,127,127,127,45,0,5
Sophisticated,127,127,127,45,0,5,89,55,8
Sophisticated,127,127,127,89,55,8,45,0,5
Sophisticated,45,0,5,53,32,6,130,99,61
Sophisticated,130,99,61,45,0,5,53,32,6
Sophisticated,130,99,61,53,32,6,45,0,5
Sophisticated,53,32,6,45,0,5,130,99,61
Sophisticated,53,32,6,130,99,61,45,0,5
Sophisticated,186,186,186,96,122,38,51,51,51
Sophisticated,51,51,51,186,186,186,96,122,38
Sophisticated,51,51,51,96,122,38,186,186,186
Sophisticated,96,122,38,186,186,186,51,51,51
Sophisticated,96,122,38,51,51,51,186,186,186
Sophisticated,51,73,18,51,51,51,138,112,12
Sophisticated,138,112,12,51,73,18,51,51,51
Sophisticated,138,112,12,51,51,51,51,73,18
Sophisticated,51,51,51,51,73,18,138,112,12
Sophisticated,51,51,51,138,112,12,51,73,18
Sophisticated,53,21,3,1,24,10,127,127,127
Sophisticated,127,127,127,53,21,3,1,24,10
Sophisticated,127,127,127,1,24,10,53,21,3
Sophisticated,1,24,10,53,21,3,127,127,127
Sophisticated,1,24,10,127,127,127,53,21,3
Sophisticated,89,55,8,51,51,51,1,24,10
Sophisticated,1,24,10,89,55,8,51,51,51
Sophisticated,1,24,10,51,51,51,89,55,8
Sophisticated,51,51,51,89,55,8,1,24,10
Sophisticated,51,51,51,1,24,10,89,55,8
Clean,140,201,25,128,166,206,255,255,255
Clean,255,255,255,140,201,25,128,166,206
Clean,255,255,255,128,166,206,140,201,25
Clean,128,166,206,140,201,25,255,255,255
Clean,128,166,206,255,255,255,140,201,25
Clean,173,219,93,78,181,135,255,255,255
Clean,255,255,255,173,219,93,78,181,135
Clean,255,255,255,78,181,135,173,219,93
Clean,78,181,135,173,219,93,255,255,255
Clean,78,181,135,255,255,255,173,219,93
Clean,52,156,83,153,215,179,255,255,255
Clean,255,255,255,52,156,83,153,215,179
Clean,255,255,255,153,215,179,52,156,83
Clean,153,215,179,52,156,83,255,255,255
Clean,153,215,179,255,255,255,52,156,83
Clean,78,181,135,153,216,212,255,255,255
Clean,255,255,255,78,181,135,153,216,212
Clean,255,255,255,153,216,212,78,181,135
Clean,153,216,212,78,181,135,255,255,255
Clean,153,216,212,255,255,255,78,181,135
Clean,78,181,135,26,67,155,255,255,255
Clean,255,255,255,78,181,135,26,67,155
Clean,255,255,255,26,67,155,78,181,135
Clean,26,67,155,78,181,135,255,255,255
Clean,26,67,155,255,255,255,78,181,135
Fresh,145,209,127,255,255,255,192,230,184
Fresh,192,230,184,145,209,127,255,255,255
Fresh,192,230,184,255,255,255,145,209,127
Fresh,255,255,255,145,209,127,192,230,184
Fresh,255,255,255,192,230,184,145,209,127
Fresh,255,255,255,153,215,179,192,230,184
Fresh,192,230,184,255,255,255,153,215,179
Fresh,192,230,184,153,215,179,255,255,255
Fresh,153,215,179,255,255,255,192,230,184
Fresh,153,215,179,192,230,184,255,255,255
Fresh,103,186,116,153,215,179,255,255,255
Fresh,255,255,255,103,186,116,153,215,179
Fresh,255,255,255,153,215,179,103,186,116
Fresh,153,215,179,103,186,116,255,255,255
Fresh,153,215,179,255,255,255,103,186,116
Young,204,236,232,26,67,155,153,215,179
Young,153,215,179,204,236,232,26,67,155
Young,153,215,179,26,67,155,204,236,232
Young,26,67,155,204,236,232,153,215,179
Young,26,67,155,153,215,179,204,236,232
Young,255,255,255,90,177,132,191,230,200
Young,191,230,200,255,255,255,90,177,132
Young,191,230,200,90,177,132,255,255,255
Young,90,177,132,255,255,255,191,230,200
Young,90,177,132,191,230,200,255,255,255
Young,204,236,232,42,135,145,153,215,179
Young,153,215,179,204,236,232,42,135,145
Young,153,215,179,42,135,145,204,236,232
Young,42,135,145,204,236,232,153,215,179
Young,42,135,145,153,215,179,204,236,232
Young,78,181,135,255,255,255,204,236,232
Young,204,236,232,78,181,135,255,255,255
Young,204,236,232,255,255,255,78,181,135
Young,255,255,255,78,181,135,204,236,232
Young,255,255,255,204,236,232,78,181,135
Young,204,236,232,128,166,206,153,215,179
Young,153,215,179,204,236,232,128,166,206
Young,153,215,179,128,166,206,204,236,232
Young,128,166,206,204,236,232,153,215,179
Young,128,166,206,153,215,179,204,236,232
Noble,106,51,135,198,183,186,91,165,159
Noble,91,165,159,106,51,135,198,183,186
Noble,91,165,159,198,183,186,106,51,135
Noble,198,183,186,106,51,135,91,165,159
Noble,198,183,186,91,165,159,106,51,135
Noble,133,95,104,26,26,26,166,181,183
Noble,166,181,183,133,95,104,26,26,26
Noble,166,181,183,26,26,26,133,95,104
Noble,26,26,26,133,95,104,166,181,183
Noble,26,26,26,166,181,183,133,95,104
Elegant,106,51,135,121,123,131,179,204,206
Elegant,179,204,206,106,51,135,121,123,131
Elegant,179,204,206,121,123,131,106,51,135
Elegant,121,123,131,106,51,135,179,204,206
Elegant,121,123,131,179,204,206,106,51,135
Elegant,198,183,186,99,63,110,123,150,181
Elegant,123,150,181,198,183,186,99,63,110
Elegant,123,150,181,99,63,110,198,183,186
Elegant,99,63,110,198,183,186,123,150,181
Elegant,99,63,110,123,150,181,198,183,186
Pure,207,179,215,145,209,127,255,255,255
Pure,255,255,255,207,179,215,145,209,127
Pure,255,255,255,145,209,127,207,179,215
Pure,145,209,127,207,179,215,255,255,255
Pure,145,209,127,255,255,255,207,179,215
Pure,153,193,151,153,215,179,242,242,242
Pure,242,242,242,153,193,151,153,215,179
Pure,242,242,242,153,215,179,153,193,151
Pure,153,215,179,153,193,151,242,242,242
Pure,153,215,179,242,242,242,153,193,151
Pure,207,179,215,254,230,194,204,236,232
Pure,204,236,232,207,179,215,254,230,194
Pure,204,236,232,254,230,194,207,179,215
Pure,254,230,194,207,179,215,204,236,232
Pure,254,230,194,204,236,232,207,179,215
Simple,153,194,181,217,228,228,217,228,228
Simple,217,228,228,217,228,228,153,194,181
Simple,217,228,228,153,194,181,217,228,228
Simple,153,194,181,91,165,159,217,228,228
Simple,217,228,228,153,194,181,91,165,159
Simple,217,228,228,91,165,159,153,194,181
Simple,91,165,159,153,194,181,217,228,228
Simple,91,165,159,217,228,228,153,194,181
Simple,165,123,177,91,165,159,242,242,242
Simple,242,242,242,165,123,177,91,165,159
Simple,242,242,242,91,165,159,165,123,177
Simple,91,165,159,165,123,177,242,242,242
Simple,91,165,159,242,242,242,165,123,177
Simple,207,179,215,166,181,183,242,242,242
Simple,242,242,242,207,179,215,166,181,183
Simple,242,242,242,166,181,183,207,179,215
Simple,166,181,183,207,179,215,242,242,242
Simple,166,181,183,242,242,242,207,179,215
Fresh,173,219,93,103,186,116,230,245,164
Fresh,230,245,164,173,219,93,103,186,116
Fresh,230,245,164,103,186,116,173,219,93
Fresh,103,186,116,173,219,93,230,245,164
Fresh,103,186,116,230,245,164,173,219,93
Tranquil,192,230,184,116,139,116,103,186,116
Tranquil,103,186,116,192,230,184,116,139,116
Tranquil,103,186,116,116,139,116,192,230,184
Tranquil,116,139,116,192,230,184,103,186,116
Tranquil,116,139,116,103,186,116,192,230,184
Neat,103,186,116,191,230,200,255,255,255
Neat,255,255,255,103,186,116,191,230,200
Neat,255,255,255,191,230,200,103,186,116
Neat,191,230,200,103,186,116,255,255,255
Neat,191,230,200,255,255,255,103,186,116
Grand,103,186,116,5,60,88,73,114,26
Grand,73,114,26,103,186,116,5,60,88
Grand,73,114,26,5,60,88,103,186,116
Grand,5,60,88,103,186,116,73,114,26
Grand,5,60,88,73,114,26,103,186,116
Western,103,186,116,123,150,181,234,216,227
Western,234,216,227,103,186,116,123,150,181
Western,234,216,227,123,150,181,103,186,116
Western,123,150,181,103,186,116,234,216,227
Western,123,150,181,234,216,227,103,186,116
Peaceful,103,124,100,161,161,161,208,194,142
Peaceful,208,194,142,103,124,100,161,161,161
Peaceful,208,194,142,161,161,161,103,124,100
Peaceful,161,161,161,103,124,100,208,194,142
Peaceful,161,161,161,208,194,142,103,124,100
Fashionable,115,95,108,103,124,100,166,181,183
Fashionable,166,181,183,115,95,108,103,124,100
Fashionable,166,181,183,103,124,100,115,95,108
Fashionable,103,124,100,115,95,108,166,181,183
Fashionable,103,124,100,166,181,183,115,95,108
Stylish,99,63,110,103,124,100,242,242,242
Stylish,242,242,242,99,63,110,103,124,100
Stylish,242,242,242,103,124,100,99,63,110
Stylish,103,124,100,99,63,110,242,242,242
Stylish,103,124,100,242,242,242,99,63,110
Urbane,103,124,100,98,116,114,242,242,242
Urbane,242,242,242,103,124,100,98,116,114
Urbane,242,242,242,98,116,114,103,124,100
Urbane,98,116,114,103,124,100,242,242,242
Urbane,98,116,114,242,242,242,103,124,100
Smart,103,124,100,51,71,108,255,255,255
Smart,255,255,255,103,124,100,51,71,108
Smart,255,255,255,51,71,108,103,124,100
Smart,51,71,108,103,124,100,255,255,255
Smart,51,71,108,255,255,255,103,124,100
Grand,191,230,200,40,0,24,103,124,100
Grand,103,124,100,191,230,200,40,0,24
Grand,103,124,100,40,0,24,191,230,200
Grand,40,0,24,191,230,200,103,124,100
Grand,40,0,24,103,124,100,191,230,200
Interesting,126,58,88,198,183,186,103,124,100
Interesting,103,124,100,126,58,88,198,183,186
Interesting,103,124,100,198,183,186,126,58,88
Interesting,198,183,186,126,58,88,103,124,100
Interesting,198,183,186,103,124,100,126,58,88
Sober,115,95,108,103,124,100,222,222,222
Sober,222,222,222,115,95,108,103,124,100
Sober,222,222,222,103,124,100,115,95,108
Sober,103,124,100,115,95,108,222,222,222
Sober,103,124,100,222,222,222,115,95,108
Quiet,222,222,222,103,124,100,153,194,181
Quiet,153,194,181,222,222,222,103,124,100
Quiet,153,194,181,103,124,100,222,222,222
Quiet,103,124,100,222,222,222,153,194,181
Quiet,103,124,100,153,194,181,222,222,222
Abundant,242,100,1,47,105,70,227,26,42
Abundant,227,26,42,242,100,1,47,105,70
Abundant,227,26,42,47,105,70,242,100,1
Abundant,47,105,70,242,100,1,227,26,42
Abundant,47,105,70,227,26,42,242,100,1
Adult,215,188,188,40,0,24,47,105,70
Adult,47,105,70,215,188,188,40,0,24
Adult,47,105,70,40,0,24,215,188,188
Adult,40,0,24,215,188,188,47,105,70
Adult,40,0,24,47,105,70,215,188,188
Complex,187,45,105,47,105,70,112,11,1
Complex,112,11,1,187,45,105,47,105,70
Complex,112,11,1,47,105,70,187,45,105
Complex,47,105,70,187,45,105,112,11,1
Complex,47,105,70,112,11,1,187,45,105
Natural,112,116,72,47,105,70,166,151,51
Natural,166,151,51,112,116,72,47,105,70
Natural,166,151,51,47,105,70,112,116,72
Natural,47,105,70,112,116,72,166,151,51
Natural,47,105,70,166,151,51,112,116,72
Tranquil,89,55,8,47,105,70,242,242,242
Tranquil,242,242,242,89,55,8,47,105,70
Tranquil,242,242,242,47,105,70,89,55,8
Tranquil,47,105,70,89,55,8,242,242,242
Tranquil,47,105,70,242,242,242,89,55,8
Intellectual,47,105,70,51,71,108,255,255,255
Intellectual,255,255,255,47,105,70,51,71,108
Intellectual,255,255,255,51,71,108,47,105,70
Intellectual,51,71,108,47,105,70,255,255,255
Intellectual,51,71,108,255,255,255,47,105,70
Quiet,47,105,70,121,123,131,144,193,156
Quiet,144,193,156,47,105,70,121,123,131
Quiet,144,193,156,121,123,131,47,105,70
Quiet,121,123,131,47,105,70,144,193,156
Quiet,121,123,131,144,193,156,47,105,70
Deep,112,116,72,1,22,23,47,105,70
Deep,47,105,70,112,116,72,1,22,23
Deep,47,105,70,1,22,23,112,116,72
Deep,1,22,23,112,116,72,47,105,70
Deep,1,22,23,47,105,70,112,116,72
Wild,89,55,8,0,86,48,227,26,42
Wild,227,26,42,89,55,8,0,86,48
Wild,227,26,42,0,86,48,89,55,8
Wild,0,86,48,89,55,8,227,26,42
Wild,0,86,48,227,26,42,89,55,8
Ethnic,105,0,51,0,86,48,191,169,11
Ethnic,191,169,11,105,0,51,0,86,48
Ethnic,191,169,11,0,86,48,105,0,51
Ethnic,0,86,48,105,0,51,191,169,11
Ethnic,0,86,48,191,169,11,105,0,51
Natural,208,194,142,0,86,48,103,124,100
Natural,103,124,100,208,194,142,0,86,48
Natural,103,124,100,0,86,48,208,194,142
Natural,0,86,48,208,194,142,103,124,100
Natural,0,86,48,103,124,100,208,194,142
Decorative,72,13,104,186,186,186,0,86,48
Decorative,0,86,48,72,13,104,186,186,186
Decorative,0,86,48,186,186,186,72,13,104
Decorative,186,186,186,72,13,104,0,86,48
Decorative,186,186,186,0,86,48,72,13,104
Practical,150,58,4,0,86,48,0,0,0
Practical,0,0,0,150,58,4,0,86,48
Practical,0,0,0,0,86,48,150,58,4
Practical,0,86,48,150,58,4,0,0,0
Practical,0,86,48,0,0,0,150,58,4
Tranquil,103,124,100,0,86,48,222,222,222
Tranquil,222,222,222,103,124,100,0,86,48
Tranquil,222,222,222,0,86,48,103,124,100
Tranquil,0,86,48,103,124,100,222,222,222
Tranquil,0,86,48,222,222,222,103,124,100
Progressive,0,86,48,12,32,120,1,78,70
Progressive,1,78,70,0,86,48,12,32,120
Progressive,1,78,70,12,32,120,0,86,48
Progressive,12,32,120,0,86,48,1,78,70
Progressive,12,32,120,1,78,70,0,86,48
Sound,0,86,48,26,26,26,130,99,61
Sound,130,99,61,0,86,48,26,26,26
Sound,130,99,61,26,26,26,0,86,48
Sound,26,26,26,0,86,48,130,99,61
Sound,26,26,26,130,99,61,0,86,48
Abundant,229,0,13,14,57,21,255,127,0
Abundant,255,127,0,229,0,13,14,57,21
Abundant,255,127,0,14,57,21,229,0,13
Abundant,14,57,21,229,0,13,255,127,0
Abundant,14,57,21,255,127,0,229,0,13
Rich,138,0,7,14,57,21,191,169,11
Rich,191,169,11,138,0,7,14,57,21
Rich,191,169,11,14,57,21,138,0,7
Rich,14,57,21,138,0,7,191,169,11
Rich,14,57,21,191,169,11,138,0,7
Robust,0,0,0,14,57,21,138,0,7
Robust,138,0,7,0,0,0,14,57,21
Robust,138,0,7,14,57,21,0,0,0
Robust,14,57,21,0,0,0,138,0,7
Robust,14,57,21,138,0,7,0,0,0
Adult,14,57,21,126,58,88,198,183,186
Adult,198,183,186,14,57,21,126,58,88
Adult,198,183,186,126,58,88,14,57,21
Adult,126,58,88,14,57,21,198,183,186
Adult,126,58,88,198,183,186,14,57,21
Untamed,112,41,3,14,57,21,149,78,29
Untamed,149,78,29,112,41,3,14,57,21
Untamed,149,78,29,14,57,21,112,41,3
Untamed,14,57,21,112,41,3,149,78,29
Untamed,14,57,21,149,78,29,112,41,3
Classic,32,10,70,14,57,21,149,78,29
Classic,149,78,29,32,10,70,14,57,21
Classic,149,78,29,14,57,21,32,10,70
Classic,14,57,21,32,10,70,149,78,29
Classic,14,57,21,149,78,29,32,10,70
Quiet,186,186,186,14,57,21,116,139,116
Quiet,116,139,116,186,186,186,14,57,21
Quiet,116,139,116,14,57,21,186,186,186
Quiet,14,57,21,186,186,186,116,139,116
Quiet,14,57,21,116,139,116,186,186,186
Dignified,53,21,3,14,57,21,186,186,186
Dignified,186,186,186,53,21,3,14,57,21
Dignified,186,186,186,14,57,21,53,21,3
Dignified,14,57,21,53,21,3,186,186,186
Dignified,14,57,21,186,186,186,53,21,3
Practical,45,0,5,14,57,21,138,112,12
Practical,138,112,12,45,0,5,14,57,21
Practical,138,112,12,14,57,21,45,0,5
Practical,14,57,21,45,0,5,138,112,12
Practical,14,57,21,138,112,12,45,0,5
Placid,45,0,5,1,24,10,145,111,93
Placid,145,111,93,45,0,5,1,24,10
Placid,145,111,93,1,24,10,45,0,5
Placid,1,24,10,45,0,5,145,111,93
Placid,1,24,10,145,111,93,45,0,5
Heavy,112,41,3,1,24,10,0,0,0
Heavy,0,0,0,112,41,3,1,24,10
Heavy,0,0,0,1,24,10,112,41,3
Heavy,1,24,10,112,41,3,0,0,0
Heavy,1,24,10,0,0,0,112,41,3
Bitter,1,24,10,89,55,8,126,100,12
Bitter,126,100,12,1,24,10,89,55,8
